,job_title,job_link,company,location,date_posted
535,"Part-Time, Flexible Weekend Shifts Only- Torquay Town Centre",https://uk.indeed.com/viewjob?jk=479f2f74c867a6e8&fccid=f753bb1a40104d82&vjs=3,McDonald's Limited,Torquay TQ2,Today
536,Production Operative,https://uk.indeed.com/viewjob?jk=0893845de0769d7f&fccid=0d8fb5754ea67bc8&vjs=3,B&B Roadway and Security Solutions,Newton Abbot, 1 day ago
537,Pupil Support Assistant,https://uk.indeed.com/viewjob?jk=ae29d42c0a546394&fccid=d08549dd9ca5f407&vjs=3,Vision for Education,Plymouth, 1 day ago
538,GROUNDS MAINTENANCE OPERATIVES AND TEAM LEADERS,https://uk.indeed.com/viewjob?jk=6e904e96578d735b&fccid=71aea0e2dd970451&vjs=3,PPM Recruitment,Devon+2 locations, 1 day ago
539,Kitchen Porter,https://uk.indeed.com/viewjob?jk=0d04cb96f0c78f2e&fccid=c55f4ad42cee2cd3&vjs=3,Compass Group,Dartmouth TQ6,Today
540,Exeter - EX1 - General Maintenance - £11.50 per hour,https://uk.indeed.com/viewjob?jk=bc341dcaa4212f92&fccid=1036e3cab4417cbf&vjs=3,Blue Arrow,Exeter EX1, 1 day ago
541,Staff Member - Night Shifts - £11 Per Hour - Exeter Racecourse,https://uk.indeed.com/viewjob?jk=665485fceac5d499&fccid=f753bb1a40104d82&vjs=3,McDonald's Limited,Kennford EX6,Today
542,General Foreman - Regional Civils - Plymouth,https://uk.indeed.com/viewjob?jk=b8aca082c607bfa5&fccid=c75127f50bc050bc&vjs=3,Balfour Beatty,Plymouth, 1 day ago
543,Customer Service Advisor,https://uk.indeed.com/viewjob?jk=e5d90ad27ea5cc59&fccid=3b5685d94313fe87&vjs=3,Wise Employment,Exeter, 1 day ago
544,Van Driver,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0A7KUcFfIxPZSJisCRfdfF4i3DR1_WjnzDjf5c9BRW3atQFhjnt3Qjb1cONWoVPSOx3_fBQIrfDuAZ67lQdZ4pew4dMYTDYNZ4aml2k3igSIlEaytEJYr6UipQ-Q-mPd-uTLQue2BruqJtQYSdPS5UraKRmBenSBAZnIpFxT9AenLsN-mQoVsdoyH9kqIpFo-VEsaCf-exlUqY_4Rxtw7GqioWJyKXVTBoZiSdaMIFYn8cWmpo6L6HeqbfUo3UQkzzig808uYDpxG6KJ2gcnDJiGJmeygHq9tNR5Z02-Yhkou2Jbm7HV1KVjGITC-UdNrm-Iy5bF5rsLsB5SC_awEYPM9dY9_c60jB63JGvlQwd98AtZ2ZdSHd27k-DhIJm328h8_oJeviU1FqQk8NblYeSVPE2iFekMqbC7PoLbmIWGEEXSfNOwNANDT39v2GfBLK89rfoUYRiKPsu7Lq3zLwfrKbXKWJD9Gxpm4nQcvpWUVM2f2xgXmITDZTpxq0IxNM=&xkcb=SoBe-_M3MPQ6QRR_gp0PbzkdCdPP&p=4&fvj=1&vjs=3,Careermakers Recruitment Ltd,Exeter, 1 day ago
545,Mobile Vending Operative/Joy Ambassador - Exeter,https://uk.indeed.com/viewjob?jk=043e2c4eacaf4b5d&fccid=64246b0b020faa1b&vjs=3,Selecta,Exeter, 1 day ago
546,Care Assistant (Bank),https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BV1T_zumJFpaJwXZFwt9xkjUaa9JCJ07xppIYGSkbDDL3NOdYjWfzLJ0x0pcEbDU7G9PrSAO7aF9_Y-GuuYgXy82CRjVx11AvzD6FQFZLlEJdmMJZtKFFeS_Mcb4qd4jfL3gsPz0QehazFxP2JFmECIybgIx7MU1CUZPdd63j8g7rty9Zxg2qNh8xiu_HJ_YTSrbtrkHVLmEFnlr8H29Uyb5urnxxem3L_fKBT4pR0HRd9u3WFIDftSeeCJBCXMIw11W3LBqqUUoi6ChVlMVKlFLYfntkAX_OWHrc1eRlA7KtbrFfRwyR8CnVuygzDv9_WDP_B6PVxty_BLo9K3X5x1hamqvfpbZKiJQElm_vBrtjzlXWW-tFt4_8qtDOaFuXhF0rwpQfpPd9Ennj98p7I_47J7bvN3THmjcvvZZN_lY-1vUNLsMBcKcJ7IsNWs6ywsZWNkNCKHpJqv_UQbQl7L5fymFf0HYUZIxAgPO8EtcuFk18LIguV9mOJWPcP3mk=&xkcb=SoB3-_M3MPQ6QRR_gp0NbzkdCdPP&p=6&fvj=1&vjs=3,Edenmore Nursing Home,Ilfracombe,Today
547,Senior Pig Stockperson,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0DCnWf0b7vsrigN_AVfEx8mbFRHg7EAHYbm41TYgSWzXHU_xtlk9BGmtyp79FaLawJtBTH3l2B2CaKSm2qtzhdSBgPcjvz3nv7__ceiEG-qTW0prQ9FcECp1zfofOeKSFCZC4uh5s2n-DY-S-jtcX463oFfXPyrTWta0m-j9K_8IGGwvCiSF8EEDgDRD8xNrMlUVPbSSf87Y-4vdCjgHLQgA1sDKP4GHmX3FHqZvVOpi4WBgMPGGTFpCy27w9wa4rdLjKE7aj3Sark3oXiePdflWbuwVovxeKE-YNRv0iMF_EVGcLH4fykRg2glCTLT1Rog768loNCL3agpFkrut-xot4OwGBi34TT75zkOZTSK5HSBMXLVg-0D1siustbGvje0aCcVQ2ctvcRM8nDu75fy4L2hkSGsnjBm8YJD4-iBAnJ3HDif-yhfOTMYpRUYvF8MIWNpqqzUxVnksoMGCSTbLWJh-TOPBQZKlQ82IQetlE8W9fdJkjicIbNEsAMdybPZyChS593BAQ==&xkcb=SoDD-_M3MPQ6QRR_gp0MbzkdCdPP&p=7&fvj=1&vjs=3,Roadhogs Recruitment Ltd,Devon,Today
548,Principal Cost Controller,https://uk.indeed.com/viewjob?jk=41f21803ad546f97&fccid=b97fe762142888a0&vjs=3,Babcock International,Hybrid remote in Plymouth PL1,Today
549,Bakery Operative,https://uk.indeed.com/viewjob?jk=363abec089f972b6&fccid=52eea3a65ee31030&vjs=3,The Best Connection Employment Group,Exeter EX5,Today
550,Van Driver/ Relief LGV Driver,https://uk.indeed.com/company/Bradfords-Building-Supplies/jobs/Van-Driver-6131f7d8580ac1cd?fccid=b7d51d3d384f946c&vjs=3,Bradfords Building Supplies,Honiton, 1 day ago
551,CSCS Labourer,https://uk.indeed.com/viewjob?jk=0bbcc50e1899b5d7&fccid=1cf8f95655c6b79e&vjs=3,Setsquare Recruitment,Devon, 1 day ago
552,Cleaner,https://uk.indeed.com/viewjob?jk=ab551aabf1769e4f&fccid=c852bceaa3e408f4&vjs=3,Daniel Owen- UK,Exeter, 1 day ago
553,SEN Teaching Assistant (English),https://uk.indeed.com/company/Zen-Educate/jobs/English-Teacher-eb4bbb5f67e49cc6?fccid=a8712cac3f7ceb72&vjs=3,Zen Educate,Tiverton,Today
554,Security Officer,https://uk.indeed.com/company/ISS-Facility-Services/jobs/Security-Officer-4b671f048bcfcf85?fccid=a7023b829f6d269e&vjs=3,ISS Facility Services,Plympton PL7, 1 day ago
555,Catering Assistant,https://uk.indeed.com/viewjob?jk=70d5fdd55ef1176f&fccid=c55f4ad42cee2cd3&vjs=3,Compass Group,Newton Abbot TQ12,Today
556,Night Parcel Sorter,https://uk.indeed.com/company/Titan-Recruitment-(South)-Ltd/jobs/Sorter-92cf381d7bfad8cf?fccid=8e3b7843a8d8fb53&vjs=3,Titan Recruitment (South) Ltd,Exeter,Today
